BlackBerry PlayBook OS2|PlayBook;U;RIMTabletOS2.1.0|
BlackBerry Tablet OS|RIMTabletOS1.0.0|
BlackBerry OS 4|BlackBerry8520/4|
BlackBerry OS 5|BlackBerry8520/5|
BlackBerry OS 5|BlackBerry8900/5|
BlackBerry OS 4|BlackBerry8900/4|
BlackBerry OS 5|BlackBerry9300/5|
BlackBerry OS 5|BlackBerry9700/5|
BlackBerry OS 5|BlackBerry9000/5|
BlackBerry OS 6|BlackBerry9700|
BlackBerry OS 6|BlackBerry9300|
BlackBerry OS 6|BlackBerry9780|
BlackBerry OS 6|BlackBerry9800|
BlackBerry OS 7|BlackBerry9860|
BlackBerry OS 7|BlackBerry9380|
BlackBerry OS 7|BlackBerry9360|
BlackBerry OS 7|BlackBerry9320|
BlackBerry OS 7|BlackBerry9790|
BlackBerry OS 7|BlackBerry9810|
BlackBerry OS 7|BlackBerry9900|
BlackBerry OS 4|BB4|
BlackBerry OS 5|BB5|
BlackBerry OS 6|BB6|
BlackBerry OS 7|BB7|
BlackBerry OS 10|BB10|
BlackBerry|BlackBerry|
Android HTC|Htcmagic|
Bada|SAMSUNG-GT-C5212i|
iPod|iPod|
iPad|iPad|
iOS|iPhone|
LG 320|LG-C320|
Motorola GLEAM+|WX308|
Windows Mobile 6.1|SAMSUNG-SGH-i900V/AEHH2|
Samsung F480|SAMSUNG-SGH-F480|
Samsung|SAMSUNG|
Symbian S40|Nokia200|
Symbian S40|Series40|
Symbian S40|NokiaC3|
Symbian S60|NokiaX3|
Symbian S60|S60;SymbOS|
Firefox OS|Mobile;|
Nintendo 3DS|Nintendo3DS|
Nintendo DSi|NintendoDSi|
Wii|Wii|
Nintendo|NINTENDO|
PS 2|PlayStation2|
PS 3|PLAYSTATION3|
PSP 2|PlayStationPortable);2.00|
PSP|PlayStationPortable|
PSP Vita|PlaystationVita|
PSP|PSP|
Sony Ericsson V600i|SonyEricssonV600i|
Sony Ericsson W995|SonyEricssonW995|
XBox|Xbox|
Java Platform 2 Micro Edition|J2ME/MIDP|
Java Runtime Environnement|MIDP-2.1configuration/CLDC-1.1|
|||
