vBSEO|vBSEO|
Vik.com|vikspider|
Visvo|Visvo|
Voila|VoilaBot|
W3C Validator|W3C_Validator|
W3C Unicorn|W3C_Unicorn|
W3C CSS validation|Jigsaw/2.2.5W3C_CSS_Validator_JFouffa|
W3C Link Checker|W3C-checklink|
W3C Internationalization Checker|W3C_I18n-Checker|
WASALive|blog.wasalive.com|
WASALive|wasalive-bots|
WebAlta|WebAltaCrawler|
WebNL|WebNL|
Weive|weive|
WhatWeb|WhatWeb|
Whitevector|whitevector|
Wikio|wikio|
Wikiwix|wikiwix-bot|
WordPress|WordPress|
Worio|woriobot|
Wotbox|www.wotbox.com/bot|
Xenu Link Sleuth|XenuLink|
xMind|xMind|
YaCy|yacybot|
Yahoo Japan|Y!J-|
Yahoo|MMCrawler|
Yahoo|slurp@inktomi|
Yahoo|YahooCacheSystem|
Yahoo|yahoo.com|
Yahoo|YahooFeedSeeker|
Yahoo|Yahoo!Slurp|
Yahoo|Yahoo-Test|
Yahoo|Yahoo-Yahoo-YSM|
Yandex|yandex|
Yanga|Yanga|
Yodao|YodaoBot|
Youdao|YoudaoBot|
Zooka|Zookabot|
Unknown Crawler|Python-urllib|
Unknown Crawler|larbin_2.6.3|
Unknown Spam Bot|Mozilla/4.0(compatible;Synapse)|
Unknown Spam Bot|DLE_Spider.exe|
Unknown Spam Bot|Mozilla/4.0(compatible;)|
Unknown Spam Bot|Mozilla/4.0(compatible;ICS)|
Unknown Spam Bot|Mozilla/4.0(compatible;MSIE6.0;WindowsNT5.1;SV1;.NETCLR2.0.50727)|
Unknown Spam Bot|Mozilla/4.0(compatible;MSIE6.0;WindowsNT5.0;)|
Unknown Spam Bot|Mozilla/5.001|
Unknown Spam Bot|Mozilla/0.6Beta(Windows)|
Unknown Spam Bot|Mozilla/0.91Beta(Windows)|
Unknown Spam Bot|undefined|
Unknown Spam Bot|Java/1.4.1_04|
Unknown Spam Bot|Java/1.7.0_05|
Unknown Spam Bot|Java/1.7.0_10|
Unknown Spam Bot|Java/1.7.0_09|
Unknown Spam Bot|Java/1.7.0|
Unknown Spam Bot|Java/1.6.0_04|
Unknown Spam Bot|Java/1.6.0_07|
Unknown Spam Bot|Java/1.6.0_20|
Unknown Spam Bot|Java/1.6.0_27|
Unknown Spam Bot|Java/1.6.0_26|
Unknown Spam Bot|Java/1.6.0_33|
Unknown Spam bot|python-requests/0.12.1|
Unknown Spam bot|python-requests/0.13.2|
Unknown Spam bot|Zend_Http_Client|
